contractId,subscriptionYear,policyYear,propertyType,surface,riskZone,formula,franchise,premiumHT,brokerCommission,coverageStartDate,coverageEndDate,cancellationDate,cancellationReason
MRH_2023_02427,2023,0,Appartement,64,1,Essentielle,150,155.77,31.15,2023-06-07,2024-06-06,,
MRH_2023_02427,2023,1,Appartement,64,1,Essentielle,150,160.44,32.09,2024-06-07,2025-06-06,,
MRH_2023_02428,2023,0,Maison,149,3,Essentielle,300,308.97,61.79,2023-07-05,2024-07-04,,
MRH_2023_02428,2023,1,Maison,149,3,Essentielle,300,318.24,63.65,2024-07-05,2025-07-04,,
MRH_2023_02429,2023,0,Maison,209,1,Premium,300,501.12,100.22,2023-02-20,2024-02-19,,
MRH_2023_02429,2023,1,Maison,209,1,Premium,300,475.14,95.03,2024-02-20,2025-01-20,2025-01-20,Concurrent moins cher
MRH_2023_02430,2023,0,Appartement,54,1,Essentielle,300,130.77,26.15,2023-02-01,2024-01-31,,
MRH_2023_02430,2023,1,Appartement,54,1,Essentielle,300,134.69,26.94,2024-02-01,2025-01-31,,
MRH_2023_02431,2023,0,Maison,91,2,Confort,300,262.68,52.54,2023-05-12,2024-05-11,,
MRH_2023_02431,2023,1,Maison,91,2,Confort,300,270.56,54.11,2024-05-12,2025-05-11,,
MRH_2023_02432,2023,0,Appartement,20,3,Essentielle,500,101.66,20.33,2023-12-20,2024-12-19,,
MRH_2023_02432,2023,1,Appartement,20,3,Essentielle,500,104.71,20.94,2024-12-20,2025-12-19,,
MRH_2023_02433,2023,0,Maison,139,2,Premium,150,473.44,94.69,2023-10-24,2024-10-23,,
MRH_2023_02433,2023,1,Maison,139,2,Premium,150,487.64,97.53,2024-10-24,2025-10-23,,
MRH_2023_02434,2023,0,Appartement,58,3,Premium,500,223.65,44.73,2023-04-06,2024-04-05,,
MRH_2023_02434,2023,1,Appartement,58,3,Premium,500,230.36,46.07,2024-04-06,2025-04-05,,
MRH_2023_02435,2023,0,Appartement,43,1,Essentielle,300,118.85,23.77,2023-12-21,2024-12-20,,
MRH_2023_02435,2023,1,Appartement,43,1,Essentielle,300,122.42,24.48,2024-12-21,2025-12-20,,
MRH_2023_02436,2023,0,Appartement,65,1,Confort,150,184.66,36.93,2023-01-07,2024-01-06,,
MRH_2023_02436,2023,1,Appartement,65,1,Confort,150,190.2,38.04,2024-01-07,2025-01-06,,
MRH_2023_02437,2023,0,Appartement,84,1,Essentielle,500,150.22,30.04,2023-08-23,2024-08-22,,
MRH_2023_02437,2023,1,Appartement,84,1,Essentielle,500,154.73,30.95,2024-08-23,2025-08-22,,
MRH_2023_02438,2023,0,Appartement,79,5,Confort,150,324.47,64.89,2023-10-11,2024-10-10,,
MRH_2023_02438,2023,1,Appartement,79,5,Confort,150,334.2,66.84,2024-10-11,2025-10-10,,
MRH_2023_02439,2023,0,Appartement,85,1,Confort,300,193.38,38.68,2023-07-18,2024-07-17,,
MRH_2023_02439,2023,1,Appartement,85,1,Confort,300,199.18,39.84,2024-07-18,2025-07-17,,
MRH_2023_02440,2023,0,Appartement,48,3,Confort,150,189.2,37.84,2023-01-04,2024-01-03,,
MRH_2023_02440,2023,1,Appartement,48,3,Confort,150,194.88,38.98,2024-01-04,2025-01-03,,
MRH_2023_02441,2023,0,Appartement,95,1,Confort,300,206.12,41.22,2023-10-15,2024-10-14,,
MRH_2023_02441,2023,1,Appartement,95,1,Confort,300,212.3,42.46,2024-10-15,2025-10-14,,
MRH_2023_02442,2023,0,Maison,105,1,Confort,300,252.88,50.58,2023-02-04,2024-02-03,,
MRH_2023_02442,2023,1,Maison,105,1,Confort,300,260.47,52.09,2024-02-04,2025-02-03,,
MRH_2023_02443,2023,0,Maison,59,3,Essentielle,500,178.69,35.74,2023-08-05,2024-08-04,,
MRH_2023_02443,2023,1,Maison,59,3,Essentielle,500,184.05,36.81,2024-08-05,2025-08-04,,
MRH_2023_02444,2023,0,Appartement,48,4,Essentielle,300,168.13,33.63,2023-12-14,2024-12-13,,
MRH_2023_02444,2023,1,Appartement,48,4,Essentielle,300,173.17,34.63,2024-12-14,2025-12-13,,
MRH_2023_02445,2023,0,Maison,138,4,Premium,500,477.26,95.45,2023-01-15,2024-01-14,,
MRH_2023_02445,2023,1,Maison,138,4,Premium,500,491.58,98.32,2024-01-15,2025-01-14,,
MRH_2023_02446,2023,0,Appartement,74,1,Premium,300,233.16,46.63,2023-05-10,2024-05-09,,
MRH_2023_02446,2023,1,Appartement,74,1,Premium,300,240.15,48.03,2024-05-10,2025-05-09,,
MRH_2023_02447,2023,0,Maison,145,1,Confort,300,303.88,60.78,2023-06-06,2024-06-05,,
MRH_2023_02447,2023,1,Maison,145,1,Confort,300,313.0,62.6,2024-06-06,2025-06-05,,
MRH_2023_02448,2023,0,Appartement,82,4,Essentielle,150,239.78,47.96,2023-10-09,2024-10-08,,
MRH_2023_02448,2023,1,Appartement,82,4,Essentielle,150,246.97,49.39,2024-10-09,2025-10-08,,
MRH_2023_02449,2023,0,Maison,133,2,Confort,300,322.52,64.5,2023-11-06,2024-11-05,,
MRH_2023_02449,2023,1,Maison,133,2,Confort,300,332.2,66.44,2024-11-06,2025-11-05,,
MRH_2023_02450,2023,0,Maison,76,2,Essentielle,300,205.1,41.02,2023-08-14,2024-08-13,,
MRH_2023_02450,2023,1,Maison,76,2,Essentielle,300,211.25,42.25,2024-08-14,2025-08-13,,
MRH_2023_02451,2023,0,Appartement,81,1,Premium,300,244.76,48.95,2023-05-12,2024-05-11,,
MRH_2023_02451,2023,1,Appartement,81,1,Premium,300,252.1,50.42,2024-05-12,2025-05-11,,
MRH_2023_02452,2023,0,Appartement,28,3,Essentielle,150,132.77,26.55,2023-03-04,2024-03-03,,
MRH_2023_02452,2023,1,Appartement,28,3,Essentielle,150,136.75,27.35,2024-03-04,2025-03-03,,
MRH_2023_02453,2023,0,Maison,80,3,Premium,300,338.0,67.6,2023-07-18,2024-07-17,,
MRH_2023_02453,2023,1,Maison,80,3,Premium,300,348.14,69.63,2024-07-18,2025-07-17,,
MRH_2023_02454,2023,0,Maison,203,3,Confort,500,408.94,81.79,2023-05-16,2024-05-15,,
MRH_2023_02454,2023,1,Maison,203,3,Confort,500,421.21,84.24,2024-05-16,2025-05-15,,
MRH_2023_02455,2023,0,Maison,160,3,Essentielle,500,297.16,59.43,2023-01-01,2023-12-31,,
MRH_2023_02455,2023,1,Maison,160,3,Essentielle,500,306.07,61.21,2024-01-01,2024-12-31,,
MRH_2023_02456,2023,0,Appartement,48,3,Essentielle,300,146.2,29.24,2023-08-27,2024-08-26,,
MRH_2023_02456,2023,1,Appartement,48,3,Essentielle,300,150.59,30.12,2024-08-27,2025-08-26,,
MRH_2023_02457,2023,0,Maison,139,1,Essentielle,300,251.79,50.36,2023-02-14,2024-02-13,,
MRH_2023_02457,2023,1,Maison,139,1,Essentielle,300,259.34,51.87,2024-02-14,2025-02-13,,
MRH_2023_02458,2023,0,Appartement,63,3,Confort,300,194.5,38.9,2023-07-20,2024-07-19,,
MRH_2023_02458,2023,1,Appartement,63,3,Confort,300,200.34,40.07,2024-07-20,2025-07-19,,
MRH_2023_02459,2023,0,Maison,155,5,Essentielle,300,427.44,85.49,2023-09-14,2024-09-13,,
MRH_2023_02459,2023,1,Maison,155,5,Essentielle,300,440.26,88.05,2024-09-14,2025-09-13,,
MRH_2023_02460,2023,0,Maison,59,1,Essentielle,300,165.09,33.02,2023-10-17,2024-10-16,,
MRH_2023_02460,2023,1,Maison,59,1,Essentielle,300,170.04,34.01,2024-10-17,2025-10-16,,
MRH_2023_02461,2023,0,Appartement,80,1,Essentielle,300,158.95,31.79,2023-04-24,2024-04-23,,
MRH_2023_02461,2023,1,Appartement,80,1,Essentielle,300,163.72,32.74,2024-04-24,2025-04-23,,
MRH_2023_02462,2023,0,Maison,178,3,Premium,300,529.1,105.82,2023-06-01,2024-05-31,,
MRH_2023_02462,2023,1,Maison,178,3,Premium,300,544.97,108.99,2024-06-01,2025-05-31,,
MRH_2023_02463,2023,0,Maison,128,3,Confort,300,332.0,66.4,2023-12-23,2024-12-22,,
MRH_2023_02463,2023,1,Maison,128,3,Confort,300,341.96,68.39,2024-12-23,2025-12-22,,
MRH_2023_02464,2023,0,Appartement,65,3,Confort,150,217.25,43.45,2023-09-17,2024-09-16,,
MRH_2023_02464,2023,1,Appartement,65,3,Confort,150,223.77,44.75,2024-09-17,2025-09-16,,
MRH_2023_02465,2023,0,Maison,140,1,Confort,150,327.25,65.45,2023-10-28,2024-10-27,,
MRH_2023_02465,2023,1,Maison,140,1,Confort,150,337.07,67.41,2024-10-28,2025-10-27,,
MRH_2023_02466,2023,0,Appartement,64,4,Confort,300,225.4,45.08,2023-03-22,2024-03-21,,
MRH_2023_02466,2023,1,Appartement,64,4,Confort,300,232.16,46.43,2024-03-22,2025-03-21,,
MRH_2023_02467,2023,0,Maison,117,3,Confort,500,290.26,58.05,2023-12-23,2024-12-22,,
MRH_2023_02467,2023,1,Maison,117,3,Confort,500,298.97,59.79,2024-12-23,2025-12-22,,
MRH_2023_02468,2023,0,Appartement,32,3,Confort,300,148.0,29.6,2023-09-27,2024-09-26,,
MRH_2023_02468,2023,1,Appartement,32,3,Confort,300,152.44,30.49,2024-09-27,2025-09-26,,
MRH_2023_02469,2023,0,Maison,153,3,Essentielle,300,314.07,62.81,2023-01-02,2024-01-01,,
MRH_2023_02469,2023,1,Maison,153,3,Essentielle,300,271.2,54.24,2024-01-02,2024-11-02,2024-11-02,Vente du bien
MRH_2023_02470,2023,0,Appartement,41,3,Essentielle,150,151.0,30.2,2023-02-24,2024-02-23,,
MRH_2023_02470,2023,1,Appartement,41,3,Essentielle,150,155.53,31.11,2024-02-24,2025-02-23,,
MRH_2023_02471,2023,0,Maison,135,4,Essentielle,300,334.79,66.96,2023-12-09,2024-12-08,,
MRH_2023_02471,2023,1,Maison,135,4,Essentielle,300,344.83,68.97,2024-12-09,2025-12-08,,
MRH_2023_02472,2023,0,Appartement,70,3,Premium,300,266.5,53.3,2023-01-07,2024-01-06,,
MRH_2023_02472,2023,1,Appartement,70,3,Premium,300,274.5,54.9,2024-01-07,2025-01-06,,
MRH_2023_02473,2023,0,Maison,112,2,Confort,300,292.6,58.52,2023-07-14,2024-07-13,,
MRH_2023_02473,2023,1,Maison,112,2,Confort,300,152.75,30.55,2024-07-14,2025-01-14,2025-01-14,Insatisfaction service
MRH_2023_02474,2023,0,Maison,107,3,Essentielle,300,255.42,51.08,2023-07-14,2024-07-13,,
MRH_2023_02474,2023,1,Maison,107,3,Essentielle,300,263.08,52.62,2024-07-14,2025-07-13,,
MRH_2023_02475,2023,0,Maison,161,2,Confort,150,398.67,79.73,2023-03-23,2024-03-22,,
MRH_2023_02475,2023,1,Maison,161,2,Confort,150,410.63,82.13,2024-03-23,2025-03-22,,
MRH_2023_02476,2023,0,Maison,148,3,Essentielle,300,307.7,61.54,2023-11-08,2024-11-07,,
MRH_2023_02476,2023,1,Maison,148,3,Essentielle,300,316.93,63.39,2024-11-08,2025-11-07,,
MRH_2023_02477,2023,0,Appartement,72,1,Premium,300,229.84,45.97,2023-01-17,2024-01-16,,
MRH_2023_02477,2023,1,Appartement,72,1,Premium,300,236.74,47.35,2024-01-17,2025-01-16,,
MRH_2023_02478,2023,0,Maison,50,3,Confort,300,215.0,43.0,2023-08-08,2024-08-07,,
MRH_2023_02478,2023,1,Maison,50,3,Confort,300,221.45,44.29,2024-08-08,2025-08-07,,
MRH_2023_02479,2023,0,Appartement,90,2,Premium,300,290.23,58.05,2023-08-01,2024-07-31,,
MRH_2023_02479,2023,1,Appartement,90,2,Premium,300,50.78,10.16,2024-08-01,2024-10-01,2024-10-01,Prix trop élevé
MRH_2023_02480,2023,0,Maison,112,5,Confort,300,415.8,83.16,2023-09-23,2024-09-22,,
MRH_2023_02480,2023,1,Maison,112,5,Confort,300,428.27,85.65,2024-09-23,2025-09-22,,
MRH_2023_02481,2023,0,Appartement,42,3,Confort,300,163.0,32.6,2023-06-19,2024-06-18,,
MRH_2023_02481,2023,1,Appartement,42,3,Confort,300,154.09,30.82,2024-06-19,2025-05-19,2025-05-19,Insatisfaction service
MRH_2023_02482,2023,0,Appartement,20,1,Confort,300,110.5,22.1,2023-04-02,2024-04-01,,
MRH_2023_02482,2023,1,Appartement,20,1,Confort,300,113.81,22.76,2024-04-02,2025-04-01,,
MRH_2023_02483,2023,0,Appartement,77,2,Essentielle,150,191.42,38.28,2023-01-03,2024-01-02,,
MRH_2023_02483,2023,1,Appartement,77,2,Essentielle,150,197.16,39.43,2024-01-03,2025-01-02,,
MRH_2023_02484,2023,0,Maison,126,2,Premium,300,406.32,81.26,2023-10-24,2024-10-23,,
MRH_2023_02484,2023,1,Maison,126,2,Premium,300,418.51,83.7,2024-10-24,2025-10-23,,
MRH_2023_02485,2023,0,Maison,135,1,Premium,300,378.46,75.69,2023-01-16,2024-01-15,,
MRH_2023_02485,2023,1,Maison,135,1,Premium,300,389.81,77.96,2024-01-16,2025-01-15,,
MRH_2023_02486,2023,0,Appartement,69,2,Premium,300,251.32,50.26,2023-05-13,2024-05-12,,
MRH_2023_02486,2023,1,Appartement,69,2,Premium,300,258.86,51.77,2024-05-13,2025-05-12,,
MRH_2023_02487,2023,0,Maison,111,1,Confort,300,260.52,52.1,2023-11-10,2024-11-09,,
MRH_2023_02487,2023,1,Maison,111,1,Confort,300,268.34,53.67,2024-11-10,2025-11-09,,
MRH_2023_02488,2023,0,Maison,143,1,Essentielle,300,256.13,51.23,2023-01-12,2024-01-11,,
MRH_2023_02488,2023,1,Maison,143,1,Essentielle,300,263.81,52.76,2024-01-12,2025-01-11,,
MRH_2023_02489,2023,0,Maison,100,3,Confort,300,290.0,58.0,2023-05-08,2024-05-07,,
MRH_2023_02489,2023,1,Maison,100,3,Confort,300,298.7,59.74,2024-05-08,2025-05-07,,
MRH_2023_02490,2023,0,Maison,100,1,Premium,300,320.45,64.09,2023-03-11,2024-03-10,,
MRH_2023_02490,2023,1,Maison,100,1,Premium,300,330.06,66.01,2024-03-11,2025-03-10,,
MRH_2023_02491,2023,0,Maison,151,5,Confort,150,544.25,108.85,2023-09-13,2024-09-12,,
MRH_2023_02491,2023,1,Maison,151,5,Confort,150,560.58,112.12,2024-09-13,2025-09-12,,
MRH_2023_02492,2023,0,Maison,151,2,Confort,500,320.32,64.06,2023-03-28,2024-03-27,,
MRH_2023_02492,2023,1,Maison,151,2,Confort,500,329.93,65.99,2024-03-28,2025-03-27,,
MRH_2023_02493,2023,0,Maison,173,3,Premium,500,477.8,95.56,2023-09-28,2024-09-27,,
MRH_2023_02493,2023,1,Maison,173,3,Premium,500,492.13,98.43,2024-09-28,2025-09-27,,
MRH_2023_02494,2023,0,Maison,104,2,Confort,150,309.32,61.86,2023-11-06,2024-11-05,,
MRH_2023_02494,2023,1,Maison,104,2,Confort,150,318.6,63.72,2024-11-06,2025-11-05,,
MRH_2023_02495,2023,0,Maison,112,5,Essentielle,300,353.43,70.69,2023-09-19,2024-09-18,,
MRH_2023_02495,2023,1,Maison,112,5,Essentielle,300,364.03,72.81,2024-09-19,2025-09-18,,
MRH_2023_02496,2023,0,Appartement,70,1,Essentielle,300,148.11,29.62,2023-04-10,2024-04-09,,
MRH_2023_02496,2023,1,Appartement,70,1,Essentielle,300,89.86,17.97,2024-04-10,2024-11-10,2024-11-10,Insatisfaction service
MRH_2023_02497,2023,0,Appartement,78,2,Confort,300,206.15,41.23,2023-10-24,2024-10-23,,
MRH_2023_02497,2023,1,Appartement,78,2,Confort,300,212.33,42.47,2024-10-24,2025-10-23,,
MRH_2023_02498,2023,0,Appartement,60,2,Confort,150,198.55,39.71,2023-07-22,2024-07-21,,
MRH_2023_02498,2023,1,Appartement,60,2,Confort,150,204.51,40.9,2024-07-22,2025-07-21,,
MRH_2023_02499,2023,0,Maison,109,1,Confort,500,237.34,47.47,2023-04-18,2024-04-17,,
MRH_2023_02499,2023,1,Maison,109,1,Confort,500,244.46,48.89,2024-04-18,2025-04-17,,
MRH_2023_02500,2023,0,Appartement,56,3,Essentielle,500,143.89,28.78,2023-04-10,2024-04-09,,
MRH_2023_02500,2023,1,Appartement,56,3,Essentielle,500,148.21,29.64,2024-04-10,2025-04-09,,
MRH_2024_02501,2024,0,Maison,131,4,Premium,150,553.37,110.67,2024-09-17,2025-09-16,,
MRH_2024_02502,2024,0,Appartement,36,4,Confort,500,162.93,32.59,2024-07-09,2025-07-08,,
MRH_2024_02503,2024,0,Maison,196,4,Premium,300,648.83,129.77,2024-02-06,2025-02-05,,
MRH_2024_02504,2024,0,Maison,128,2,Essentielle,300,268.09,53.62,2024-02-26,2025-02-25,,
MRH_2024_02505,2024,0,Maison,120,3,Essentielle,500,250.24,50.05,2024-01-27,2025-01-26,,
MRH_2024_02506,2024,0,Maison,129,3,Essentielle,500,260.8,52.16,2024-01-02,2025-01-01,,
MRH_2024_02507,2024,0,Appartement,100,1,Confort,150,233.75,46.75,2024-02-03,2025-02-02,,
MRH_2024_02508,2024,0,Maison,143,1,Essentielle,300,256.13,51.23,2024-08-27,2025-08-26,,
MRH_2024_02509,2024,0,Appartement,94,3,Confort,500,221.72,44.34,2024-11-18,2025-11-17,,
MRH_2024_02510,2024,0,Appartement,88,4,Essentielle,500,208.64,41.73,2024-03-25,2025-03-24,,
MRH_2024_02511,2024,0,Maison,81,5,Premium,300,458.93,91.79,2024-02-19,2025-02-18,,
MRH_2024_02512,2024,0,Maison,170,4,Confort,300,454.25,90.85,2024-06-01,2025-05-31,,
MRH_2024_02513,2024,0,Maison,209,2,Essentielle,300,366.2,73.24,2024-12-04,2025-12-03,,
MRH_2024_02514,2024,0,Appartement,94,5,Confort,500,299.32,59.86,2024-09-24,2025-09-23,,
MRH_2024_02515,2024,0,Appartement,83,4,Confort,500,237.52,47.5,2024-02-14,2025-02-13,,
MRH_2024_02516,2024,0,Appartement,86,1,Confort,150,214.12,42.82,2024-10-16,2025-10-15,,
MRH_2024_02517,2024,0,Maison,167,3,Premium,500,467.04,93.41,2024-05-16,2025-05-15,,
MRH_2024_02518,2024,0,Appartement,108,1,Essentielle,300,189.29,37.86,2024-04-02,2025-04-01,,
MRH_2024_02519,2024,0,Appartement,21,4,Essentielle,300,128.54,25.71,2024-09-01,2025-08-31,,
MRH_2024_02520,2024,0,Maison,158,3,Confort,300,377.0,75.4,2024-08-28,2025-08-27,,
MRH_2024_02521,2024,0,Maison,143,2,Premium,300,437.81,87.56,2024-03-07,2025-03-06,,
MRH_2024_02522,2024,0,Maison,124,5,Essentielle,150,411.49,82.3,2024-07-19,2025-07-18,,
MRH_2024_02523,2024,0,Appartement,98,4,Confort,500,261.33,52.27,2024-05-13,2025-05-12,,
MRH_2024_02524,2024,0,Maison,117,1,Premium,300,348.63,69.73,2024-02-14,2025-02-13,,
MRH_2024_02525,2024,0,Maison,158,5,Premium,300,661.64,132.33,2024-02-11,2025-02-10,,
MRH_2024_02526,2024,0,Appartement,87,1,Confort,300,195.92,39.18,2024-03-13,2025-03-12,,
MRH_2024_02527,2024,0,Appartement,61,2,Essentielle,300,154.64,30.93,2024-03-10,2025-03-09,,
MRH_2024_02528,2024,0,Maison,120,3,Confort,300,320.0,64.0,2024-10-05,2025-10-04,,
MRH_2024_02529,2024,0,Appartement,83,2,Essentielle,150,199.41,39.88,2024-12-14,2025-12-13,,
MRH_2024_02530,2024,0,Maison,82,4,Premium,300,393.19,78.64,2024-04-02,2025-04-01,,
MRH_2024_02531,2024,0,Appartement,58,3,Confort,500,172.04,34.41,2024-12-10,2025-12-09,,
MRH_2024_02532,2024,0,Appartement,72,4,Essentielle,300,203.32,40.66,2024-04-10,2025-04-09,,
MRH_2024_02533,2024,0,Appartement,83,4,Premium,300,335.63,67.13,2024-08-14,2025-08-13,,
MRH_2024_02534,2024,0,Appartement,77,5,Confort,500,267.65,53.53,2024-02-11,2025-02-10,,
MRH_2024_02535,2024,0,Appartement,44,4,Premium,300,248.17,49.63,2024-09-25,2025-09-24,,
MRH_2024_02536,2024,0,Appartement,57,3,Confort,150,204.05,40.81,2024-03-08,2025-03-07,,
MRH_2024_02537,2024,0,Appartement,67,1,Confort,300,170.42,34.08,2024-07-28,2025-07-27,,
MRH_2024_02538,2024,0,Maison,73,1,Confort,500,195.11,39.02,2024-03-08,2025-03-07,,
MRH_2024_02539,2024,0,Maison,153,2,Confort,300,351.02,70.2,2024-05-14,2025-05-13,,
MRH_2024_02540,2024,0,Maison,123,3,Essentielle,150,303.41,60.68,2024-08-04,2025-08-03,,
MRH_2024_02541,2024,0,Appartement,78,3,Confort,300,217.0,43.4,2024-11-16,2025-11-15,,
MRH_2024_02542,2024,0,Appartement,109,3,Essentielle,150,246.37,49.27,2024-04-04,2025-04-03,,
MRH_2024_02543,2024,0,Appartement,58,1,Essentielle,500,124.3,24.86,2024-05-27,2025-05-26,,
MRH_2024_02544,2024,0,Appartement,81,2,Premium,500,251.67,50.33,2024-11-06,2025-11-05,,
MRH_2024_02545,2024,0,Appartement,73,2,Confort,500,183.1,36.62,2024-03-15,2025-03-14,,
MRH_2024_02546,2024,0,Appartement,78,3,Essentielle,150,202.9,40.58,2024-08-14,2025-08-13,,
MRH_2024_02547,2024,0,Appartement,82,4,Confort,300,256.45,51.29,2024-08-03,2025-08-02,,
MRH_2024_02548,2024,0,Maison,152,3,Premium,300,478.4,95.68,2024-12-18,2025-12-17,,
MRH_2024_02549,2024,0,Maison,86,1,Confort,300,228.65,45.73,2024-09-14,2025-09-13,,
MRH_2024_02550,2024,0,Maison,144,4,Confort,500,376.65,75.33,2024-11-23,2025-11-22,,
MRH_2024_02551,2024,0,Appartement,60,3,Confort,300,190.0,38.0,2024-03-02,2025-03-01,,
MRH_2024_02552,2024,0,Maison,209,4,Confort,300,521.52,104.3,2024-01-12,2025-01-11,,
MRH_2024_02553,2024,0,Maison,83,3,Essentielle,300,224.82,44.96,2024-10-14,2025-10-13,,
MRH_2024_02554,2024,0,Maison,50,5,Essentielle,500,226.98,45.4,2024-07-09,2025-07-08,,
MRH_2024_02555,2024,0,Maison,96,3,Confort,150,312.4,62.48,2024-12-16,2025-12-15,,
MRH_2024_02556,2024,0,Appartement,99,4,Confort,300,285.77,57.15,2024-06-09,2025-06-08,,
MRH_2024_02557,2024,0,Appartement,84,4,Essentielle,300,220.91,44.18,2024-03-28,2025-03-27,,
MRH_2024_02558,2024,0,Appartement,38,2,Confort,300,149.15,29.83,2024-08-24,2025-08-23,,
MRH_2024_02559,2024,0,Appartement,79,5,Essentielle,150,275.8,55.16,2024-02-25,2025-02-24,,
MRH_2024_02560,2024,0,Appartement,70,3,Confort,500,188.6,37.72,2024-07-20,2025-07-19,,
MRH_2024_02561,2024,0,Appartement,38,1,Essentielle,300,113.43,22.69,2024-02-10,2025-02-09,,
MRH_2024_02562,2024,0,Appartement,66,3,Confort,300,199.0,39.8,2024-01-12,2025-01-11,,
MRH_2024_02563,2024,0,Appartement,85,3,Essentielle,300,193.38,38.68,2024-03-01,2025-02-28,,
MRH_2024_02564,2024,0,Maison,145,3,Premium,150,511.23,102.25,2024-02-09,2025-02-08,,
MRH_2024_02565,2024,0,Appartement,41,1,Confort,150,151.0,30.2,2024-02-15,2025-02-14,,
MRH_2024_02566,2024,0,Appartement,82,4,Essentielle,300,217.98,43.6,2024-02-13,2025-02-12,,
MRH_2024_02567,2024,0,Maison,54,4,Confort,150,279.56,55.91,2024-05-19,2025-05-18,,
MRH_2024_02568,2024,0,Appartement,79,2,Premium,300,269.85,53.97,2024-05-09,2025-05-08,,
MRH_2024_02569,2024,0,Appartement,67,4,Essentielle,300,195.99,39.2,2024-08-14,2025-08-13,,
MRH_2024_02570,2024,0,Maison,139,5,Essentielle,300,399.9,79.98,2024-10-02,2025-10-01,,
MRH_2024_02571,2024,0,Maison,121,1,Premium,300,355.26,71.05,2024-02-23,2025-02-22,,
MRH_2024_02572,2024,0,Maison,84,3,Essentielle,500,208.01,41.6,2024-12-06,2025-12-05,,
MRH_2024_02573,2024,0,Maison,70,1,Premium,150,297.8,59.56,2024-07-08,2025-07-07,,
MRH_2024_02574,2024,0,Appartement,66,1,Premium,500,202.3,40.46,2024-01-05,2025-01-04,,
MRH_2024_02575,2024,0,Maison,111,3,Premium,500,366.57,73.31,2024-03-18,2025-03-17,,
MRH_2024_02576,2024,0,Maison,76,2,Essentielle,500,188.7,37.74,2024-05-20,2025-05-19,,
MRH_2024_02577,2024,0,Maison,112,3,Confort,500,283.36,56.67,2024-05-27,2025-05-26,,
MRH_2024_02578,2024,0,Appartement,62,3,Premium,500,230.83,46.17,2024-01-06,2025-01-05,,
MRH_2024_02579,2024,0,Appartement,104,1,Premium,300,282.88,56.58,2024-10-02,2025-10-01,,
MRH_2024_02580,2024,0,Appartement,67,4,Premium,300,299.75,59.95,2024-04-20,2025-04-19,,
MRH_2024_02581,2024,0,Appartement,63,1,Essentielle,300,140.53,28.11,2024-06-07,2025-06-06,,
MRH_2024_02582,2024,0,Appartement,97,2,Premium,300,303.19,60.64,2024-06-03,2025-06-02,,
MRH_2024_02583,2024,0,Appartement,84,4,Essentielle,150,243.01,48.6,2024-02-20,2025-02-19,,
MRH_2024_02584,2024,0,Maison,50,2,Essentielle,300,173.61,34.72,2024-12-22,2025-12-21,,
MRH_2024_02585,2024,0,Maison,126,3,Confort,300,329.0,65.8,2024-12-26,2025-12-25,,
MRH_2024_02586,2024,0,Appartement,90,2,Confort,300,223.25,44.65,2024-03-10,2025-03-09,,
MRH_2024_02587,2024,0,Maison,101,3,Essentielle,150,272.55,54.51,2024-06-19,2025-06-18,,
MRH_2024_02588,2024,0,Maison,134,3,Confort,150,375.1,75.02,2024-03-27,2025-03-26,,
MRH_2024_02589,2024,0,Maison,116,2,Confort,500,274.44,54.89,2024-06-25,2025-06-24,,
MRH_2024_02590,2024,0,Appartement,84,2,Premium,300,279.11,55.82,2024-01-04,2025-01-03,,
MRH_2024_02591,2024,0,Appartement,89,1,Confort,300,198.47,39.69,2024-05-06,2025-05-05,,
MRH_2024_02592,2024,0,Appartement,59,1,Essentielle,300,136.19,27.24,2024-11-03,2025-11-02,,
MRH_2024_02593,2024,0,Appartement,83,5,Essentielle,300,257.61,51.52,2024-03-13,2025-03-12,,
MRH_2024_02594,2024,0,Appartement,51,3,Essentielle,300,150.03,30.01,2024-04-24,2025-04-23,,
MRH_2024_02595,2024,0,Appartement,111,2,Essentielle,500,197.98,39.6,2024-05-13,2025-05-12,,
MRH_2024_02596,2024,0,Appartement,48,5,Confort,500,213.62,42.72,2024-02-15,2025-02-14,,
MRH_2024_02597,2024,0,Maison,120,3,Confort,300,320.0,64.0,2024-06-28,2025-06-27,,
MRH_2024_02598,2024,0,Appartement,67,1,Essentielle,150,159.35,31.87,2024-02-12,2025-02-11,,
MRH_2024_02599,2024,0,Maison,143,2,Essentielle,300,286.26,57.25,2024-02-19,2025-02-18,,
MRH_2024_02600,2024,0,Maison,91,2,Confort,150,288.94,57.79,2024-09-28,2025-09-27,,
MRH_2024_02601,2024,0,Appartement,89,1,Confort,300,198.47,39.69,2024-06-23,2025-06-22,,
MRH_2024_02602,2024,0,Maison,97,4,Essentielle,150,306.98,61.4,2024-09-18,2025-09-17,,
MRH_2024_02603,2024,0,Appartement,79,3,Confort,150,240.35,48.07,2024-10-06,2025-10-05,,
MRH_2024_02604,2024,0,Maison,68,5,Essentielle,500,255.48,51.1,2024-08-02,2025-08-01,,
MRH_2024_02605,2024,0,Appartement,33,2,Essentielle,300,120.72,24.14,2024-03-19,2025-03-18,,
MRH_2024_02606,2024,0,Appartement,29,3,Confort,300,143.5,28.7,2024-10-02,2025-10-01,,
MRH_2024_02607,2024,0,Appartement,34,2,Confort,150,157.79,31.56,2024-09-11,2025-09-10,,
